a,b,R3,R4,theta,A1,A2,A4,phi,status
8,5.9,-0.4,-0.8,28.5,0,0,0,0,NotYet
8,5.9,-0.4,-0.6,28.5,0,0,0,0,NotYet
8,5.9,-0.4,-0.5,28.5,0,0,0,0,NotYet
8,5.9,-0.4,-0.7,28.5,0,0,0,0,NotYet
